notification_date,age_group,confirmed_by_pcr,confirmed_cases_count
2022-02-19,AgeGroup_55-59,No,84
2022-02-19,AgeGroup_55-59,Yes,62
2022-02-19,AgeGroup_60-64,No,54
2022-02-19,AgeGroup_60-64,Yes,63
2022-02-19,AgeGroup_65-69,No,34
2022-02-19,AgeGroup_65-69,Yes,51
2022-02-19,AgeGroup_70+,No,58
2022-02-19,AgeGroup_70+,Yes,114
2022-02-20,AgeGroup_0-19,No,1790
2022-02-20,AgeGroup_0-19,Yes,1186
2022-02-20,AgeGroup_20-24,No,227
2022-02-20,AgeGroup_20-24,Yes,135
2022-02-20,AgeGroup_25-29,No,217
2022-02-20,AgeGroup_25-29,Yes,193
2022-02-20,AgeGroup_30-34,No,291
2022-02-20,AgeGroup_30-34,Yes,206
2022-02-20,AgeGroup_35-39,No,340
2022-02-20,AgeGroup_35-39,Yes,283
2022-02-20,AgeGroup_40-44,No,279
2022-02-20,AgeGroup_40-44,Yes,253
2022-02-20,AgeGroup_45-49,No,204
2022-02-20,AgeGroup_45-49,Yes,190
2022-02-20,AgeGroup_50-54,No,130
2022-02-20,AgeGroup_50-54,Yes,152
2022-02-20,AgeGroup_55-59,No,86
2022-02-20,AgeGroup_55-59,Yes,103
2022-02-20,AgeGroup_60-64,No,55
2022-02-20,AgeGroup_60-64,Yes,83
2022-02-20,AgeGroup_65-69,No,38
2022-02-20,AgeGroup_65-69,Yes,60
2022-02-20,AgeGroup_70+,No,51
2022-02-20,AgeGroup_70+,Yes,146
2022-02-21,AgeGroup_0-19,No,3090
2022-02-21,AgeGroup_0-19,Yes,1033
2022-02-21,AgeGroup_20-24,No,339
2022-02-21,AgeGroup_20-24,Yes,143
2022-02-21,AgeGroup_25-29,No,355
2022-02-21,AgeGroup_25-29,Yes,146
2022-02-21,AgeGroup_30-34,No,373
2022-02-21,AgeGroup_30-34,Yes,171
2022-02-21,AgeGroup_35-39,No,446
2022-02-21,AgeGroup_35-39,Yes,203
2022-02-21,AgeGroup_40-44,No,380
2022-02-21,AgeGroup_40-44,Yes,178
2022-02-21,AgeGroup_45-49,No,303
2022-02-21,AgeGroup_45-49,Yes,148
2022-02-21,AgeGroup_50-54,No,199
2022-02-21,AgeGroup_50-54,Yes,93
2022-02-21,AgeGroup_55-59,No,111
2022-02-21,AgeGroup_55-59,Yes,70
2022-02-21,AgeGroup_60-64,No,81
2022-02-21,AgeGroup_60-64,Yes,61
2022-02-21,AgeGroup_65-69,No,48
2022-02-21,AgeGroup_65-69,Yes,44
2022-02-21,AgeGroup_70+,No,85
2022-02-21,AgeGroup_70+,Yes,114
2022-02-21,AgeGroup_None,Yes,1
2022-02-22,AgeGroup_0-19,No,2309
2022-02-22,AgeGroup_0-19,Yes,1512
2022-02-22,AgeGroup_20-24,No,396
2022-02-22,AgeGroup_20-24,Yes,243
2022-02-22,AgeGroup_25-29,No,339
2022-02-22,AgeGroup_25-29,Yes,219
2022-02-22,AgeGroup_30-34,No,369
2022-02-22,AgeGroup_30-34,Yes,278
2022-02-22,AgeGroup_35-39,No,412
2022-02-22,AgeGroup_35-39,Yes,293
2022-02-22,AgeGroup_40-44,No,361
2022-02-22,AgeGroup_40-44,Yes,280
2022-02-22,AgeGroup_45-49,No,239
2022-02-22,AgeGroup_45-49,Yes,230
2022-02-22,AgeGroup_50-54,No,185
2022-02-22,AgeGroup_50-54,Yes,163
2022-02-22,AgeGroup_55-59,No,86
2022-02-22,AgeGroup_55-59,Yes,121
2022-02-22,AgeGroup_60-64,No,77
2022-02-22,AgeGroup_60-64,Yes,115
2022-02-22,AgeGroup_65-69,No,49
2022-02-22,AgeGroup_65-69,Yes,70
2022-02-22,AgeGroup_70+,No,57
2022-02-22,AgeGroup_70+,Yes,193
2022-02-23,AgeGroup_0-19,No,2059
2022-02-23,AgeGroup_0-19,Yes,1126
2022-02-23,AgeGroup_20-24,No,401
2022-02-23,AgeGroup_20-24,Yes,274
2022-02-23,AgeGroup_25-29,No,391
2022-02-23,AgeGroup_25-29,Yes,230
2022-02-23,AgeGroup_30-34,No,366
2022-02-23,AgeGroup_30-34,Yes,271
2022-02-23,AgeGroup_35-39,No,421
2022-02-23,AgeGroup_35-39,Yes,282
2022-02-23,AgeGroup_40-44,No,395
2022-02-23,AgeGroup_40-44,Yes,270
2022-02-23,AgeGroup_45-49,No,281
2022-02-23,AgeGroup_45-49,Yes,214
2022-02-23,AgeGroup_50-54,No,173
2022-02-23,AgeGroup_50-54,Yes,158
2022-02-23,AgeGroup_55-59,No,104
2022-02-23,AgeGroup_55-59,Yes,127
2022-02-23,AgeGroup_60-64,No,89
2022-02-23,AgeGroup_60-64,Yes,94
2022-02-23,AgeGroup_65-69,No,57
2022-02-23,AgeGroup_65-69,Yes,52
2022-02-23,AgeGroup_70+,No,78
2022-02-23,AgeGroup_70+,Yes,124
2022-02-24,AgeGroup_0-19,No,1771
2022-02-24,AgeGroup_0-19,Yes,1032
2022-02-24,AgeGroup_20-24,No,354
2022-02-24,AgeGroup_20-24,Yes,273
2022-02-24,AgeGroup_25-29,No,329
2022-02-24,AgeGroup_25-29,Yes,247
2022-02-24,AgeGroup_30-34,No,336
2022-02-24,AgeGroup_30-34,Yes,270
2022-02-24,AgeGroup_35-39,No,407
2022-02-24,AgeGroup_35-39,Yes,289
2022-02-24,AgeGroup_40-44,No,358
2022-02-24,AgeGroup_40-44,Yes,271
2022-02-24,AgeGroup_45-49,No,273
2022-02-24,AgeGroup_45-49,Yes,202
2022-02-24,AgeGroup_50-54,No,171
2022-02-24,AgeGroup_50-54,Yes,139
2022-02-24,AgeGroup_55-59,No,113
2022-02-24,AgeGroup_55-59,Yes,114
2022-02-24,AgeGroup_60-64,No,63
2022-02-24,AgeGroup_60-64,Yes,112
2022-02-24,AgeGroup_65-69,No,37
2022-02-24,AgeGroup_65-69,Yes,59
2022-02-24,AgeGroup_70+,No,53
2022-02-24,AgeGroup_70+,Yes,126
2022-02-25,AgeGroup_0-19,No,1778
2022-02-25,AgeGroup_0-19,Yes,846
2022-02-25,AgeGroup_20-24,No,328
2022-02-25,AgeGroup_20-24,Yes,179
2022-02-25,AgeGroup_25-29,No,314
2022-02-25,AgeGroup_25-29,Yes,158
2022-02-25,AgeGroup_30-34,No,324
2022-02-25,AgeGroup_30-34,Yes,175
2022-02-25,AgeGroup_35-39,No,311
2022-02-25,AgeGroup_35-39,Yes,219
2022-02-25,AgeGroup_40-44,No,291
2022-02-25,AgeGroup_40-44,Yes,190
2022-02-25,AgeGroup_45-49,No,237
2022-02-25,AgeGroup_45-49,Yes,144
2022-02-25,AgeGroup_50-54,No,150
2022-02-25,AgeGroup_50-54,Yes,114
2022-02-25,AgeGroup_55-59,No,112
2022-02-25,AgeGroup_55-59,Yes,86
2022-02-25,AgeGroup_60-64,No,77
2022-02-25,AgeGroup_60-64,Yes,67
2022-02-25,AgeGroup_65-69,No,49
2022-02-25,AgeGroup_65-69,Yes,47
2022-02-25,AgeGroup_70+,No,82
2022-02-25,AgeGroup_70+,Yes,137
2022-02-26,AgeGroup_0-19,No,1722
2022-02-26,AgeGroup_0-19,Yes,859
2022-02-26,AgeGroup_20-24,No,280
2022-02-26,AgeGroup_20-24,Yes,183
2022-02-26,AgeGroup_25-29,No,241
2022-02-26,AgeGroup_25-29,Yes,136
2022-02-26,AgeGroup_30-34,No,253
2022-02-26,AgeGroup_30-34,Yes,140
2022-02-26,AgeGroup_35-39,No,297
2022-02-26,AgeGroup_35-39,Yes,179
2022-02-26,AgeGroup_40-44,No,273
2022-02-26,AgeGroup_40-44,Yes,166
2022-02-26,AgeGroup_45-49,No,211
2022-02-26,AgeGroup_45-49,Yes,122
2022-02-26,AgeGroup_50-54,No,159
2022-02-26,AgeGroup_50-54,Yes,89
2022-02-26,AgeGroup_55-59,No,81
2022-02-26,AgeGroup_55-59,Yes,66
2022-02-26,AgeGroup_60-64,No,52
2022-02-26,AgeGroup_60-64,Yes,50
2022-02-26,AgeGroup_65-69,No,45
2022-02-26,AgeGroup_65-69,Yes,57
2022-02-26,AgeGroup_70+,No,43
2022-02-26,AgeGroup_70+,Yes,116
2022-02-27,AgeGroup_0-19,No,2150
2022-02-27,AgeGroup_0-19,Yes,887
2022-02-27,AgeGroup_20-24,No,270
2022-02-27,AgeGroup_20-24,Yes,157
2022-02-27,AgeGroup_25-29,No,236
2022-02-27,AgeGroup_25-29,Yes,144
2022-02-27,AgeGroup_30-34,No,305
2022-02-27,AgeGroup_30-34,Yes,148
2022-02-27,AgeGroup_35-39,No,306
2022-02-27,AgeGroup_35-39,Yes,209
2022-02-27,AgeGroup_40-44,No,301
2022-02-27,AgeGroup_40-44,Yes,158
2022-02-27,AgeGroup_45-49,No,231
2022-02-27,AgeGroup_45-49,Yes,131
2022-02-27,AgeGroup_50-54,No,144
2022-02-27,AgeGroup_50-54,Yes,92
2022-02-27,AgeGroup_55-59,No,86
2022-02-27,AgeGroup_55-59,Yes,70
2022-02-27,AgeGroup_60-64,No,77
2022-02-27,AgeGroup_60-64,Yes,71
2022-02-27,AgeGroup_65-69,No,38
2022-02-27,AgeGroup_65-69,Yes,52
2022-02-27,AgeGroup_70+,No,51
2022-02-27,AgeGroup_70+,Yes,97
2022-02-28,AgeGroup_0-19,No,3453
2022-02-28,AgeGroup_0-19,Yes,1443
2022-02-28,AgeGroup_20-24,No,488
2022-02-28,AgeGroup_20-24,Yes,247
2022-02-28,AgeGroup_25-29,No,345
2022-02-28,AgeGroup_25-29,Yes,215
2022-02-28,AgeGroup_30-34,No,382
2022-02-28,AgeGroup_30-34,Yes,231
2022-02-28,AgeGroup_35-39,No,467
2022-02-28,AgeGroup_35-39,Yes,296
2022-02-28,AgeGroup_40-44,No,445
2022-02-28,AgeGroup_40-44,Yes,269
2022-02-28,AgeGroup_45-49,No,337
2022-02-28,AgeGroup_45-49,Yes,232
2022-02-28,AgeGroup_50-54,No,200
2022-02-28,AgeGroup_50-54,Yes,157
2022-02-28,AgeGroup_55-59,No,125
2022-02-28,AgeGroup_55-59,Yes,93
2022-02-28,AgeGroup_60-64,No,105
2022-02-28,AgeGroup_60-64,Yes,90
2022-02-28,AgeGroup_65-69,No,71
2022-02-28,AgeGroup_65-69,Yes,58
2022-02-28,AgeGroup_70+,No,79
2022-02-28,AgeGroup_70+,Yes,133
2022-03-01,AgeGroup_0-19,No,3009
2022-03-01,AgeGroup_0-19,Yes,1628
2022-03-01,AgeGroup_20-24,No,556
2022-03-01,AgeGroup_20-24,Yes,351
2022-03-01,AgeGroup_25-29,No,413
2022-03-01,AgeGroup_25-29,Yes,274
2022-03-01,AgeGroup_30-34,No,453
2022-03-01,AgeGroup_30-34,Yes,304
2022-03-01,AgeGroup_35-39,No,503
2022-03-01,AgeGroup_35-39,Yes,337
2022-03-01,AgeGroup_40-44,No,498
2022-03-01,AgeGroup_40-44,Yes,323
2022-03-01,AgeGroup_45-49,No,341
2022-03-01,AgeGroup_45-49,Yes,264
2022-03-01,AgeGroup_50-54,No,236
2022-03-01,AgeGroup_50-54,Yes,190
2022-03-01,AgeGroup_55-59,No,160
2022-03-01,AgeGroup_55-59,Yes,142
2022-03-01,AgeGroup_60-64,No,101
2022-03-01,AgeGroup_60-64,Yes,89
2022-03-01,AgeGroup_65-69,No,66
2022-03-01,AgeGroup_65-69,Yes,85
2022-03-01,AgeGroup_70+,No,97
2022-03-01,AgeGroup_70+,Yes,178
2022-03-02,AgeGroup_0-19,No,2679
2022-03-02,AgeGroup_0-19,Yes,1349
2022-03-02,AgeGroup_20-24,No,635
2022-03-02,AgeGroup_20-24,Yes,395
2022-03-02,AgeGroup_25-29,No,467
2022-03-02,AgeGroup_25-29,Yes,316
2022-03-02,AgeGroup_30-34,No,477
2022-03-02,AgeGroup_30-34,Yes,320
2022-03-02,AgeGroup_35-39,No,569
2022-03-02,AgeGroup_35-39,Yes,377
2022-03-02,AgeGroup_40-44,No,519
2022-03-02,AgeGroup_40-44,Yes,375
2022-03-02,AgeGroup_45-49,No,403
2022-03-02,AgeGroup_45-49,Yes,298
2022-03-02,AgeGroup_50-54,No,308
2022-03-02,AgeGroup_50-54,Yes,191
2022-03-02,AgeGroup_55-59,No,149
2022-03-02,AgeGroup_55-59,Yes,164
2022-03-02,AgeGroup_60-64,No,132
2022-03-02,AgeGroup_60-64,Yes,127
2022-03-02,AgeGroup_65-69,No,85
2022-03-02,AgeGroup_65-69,Yes,92
2022-03-02,AgeGroup_70+,No,123
2022-03-02,AgeGroup_70+,Yes,191
2022-03-03,AgeGroup_0-19,No,2598
2022-03-03,AgeGroup_0-19,Yes,1252
2022-03-03,AgeGroup_20-24,No,527
2022-03-03,AgeGroup_20-24,Yes,324
2022-03-03,AgeGroup_25-29,No,386
2022-03-03,AgeGroup_25-29,Yes,272
2022-03-03,AgeGroup_30-34,No,457
2022-03-03,AgeGroup_30-34,Yes,320
2022-03-03,AgeGroup_35-39,No,525
2022-03-03,AgeGroup_35-39,Yes,334
2022-03-03,AgeGroup_40-44,No,525
2022-03-03,AgeGroup_40-44,Yes,341
2022-03-03,AgeGroup_45-49,No,387
2022-03-03,AgeGroup_45-49,Yes,277
2022-03-03,AgeGroup_50-54,No,230
2022-03-03,AgeGroup_50-54,Yes,197
2022-03-03,AgeGroup_55-59,No,153
2022-03-03,AgeGroup_55-59,Yes,150
2022-03-03,AgeGroup_60-64,No,108
2022-03-03,AgeGroup_60-64,Yes,107
2022-03-03,AgeGroup_65-69,No,80
2022-03-03,AgeGroup_65-69,Yes,89
2022-03-03,AgeGroup_70+,No,87
2022-03-03,AgeGroup_70+,Yes,163
2022-03-04,AgeGroup_0-19,No,2766
2022-03-04,AgeGroup_0-19,Yes,1359
2022-03-04,AgeGroup_20-24,No,433
2022-03-04,AgeGroup_20-24,Yes,260
2022-03-04,AgeGroup_25-29,No,367
2022-03-04,AgeGroup_25-29,Yes,252
2022-03-04,AgeGroup_30-34,No,427
2022-03-04,AgeGroup_30-34,Yes,243
2022-03-04,AgeGroup_35-39,No,503
2022-03-04,AgeGroup_35-39,Yes,310
2022-03-04,AgeGroup_40-44,No,512
2022-03-04,AgeGroup_40-44,Yes,288
2022-03-04,AgeGroup_45-49,No,363
2022-03-04,AgeGroup_45-49,Yes,299
2022-03-04,AgeGroup_50-54,No,237
2022-03-04,AgeGroup_50-54,Yes,201
2022-03-04,AgeGroup_55-59,No,142
2022-03-04,AgeGroup_55-59,Yes,139
2022-03-04,AgeGroup_60-64,No,106
2022-03-04,AgeGroup_60-64,Yes,93
2022-03-04,AgeGroup_65-69,No,68
2022-03-04,AgeGroup_65-69,Yes,96
2022-03-04,AgeGroup_70+,No,107
2022-03-04,AgeGroup_70+,Yes,164
2022-03-05,AgeGroup_0-19,No,2640
2022-03-05,AgeGroup_0-19,Yes,1424
2022-03-05,AgeGroup_20-24,No,347
2022-03-05,AgeGroup_20-24,Yes,216
2022-03-05,AgeGroup_25-29,No,302
2022-03-05,AgeGroup_25-29,Yes,207
2022-03-05,AgeGroup_30-34,No,343
2022-03-05,AgeGroup_30-34,Yes,244
2022-03-05,AgeGroup_35-39,No,418
2022-03-05,AgeGroup_35-39,Yes,273
2022-03-05,AgeGroup_40-44,No,422
2022-03-05,AgeGroup_40-44,Yes,291
2022-03-05,AgeGroup_45-49,No,308
2022-03-05,AgeGroup_45-49,Yes,243
2022-03-05,AgeGroup_50-54,No,242
2022-03-05,AgeGroup_50-54,Yes,190
2022-03-05,AgeGroup_55-59,No,148
2022-03-05,AgeGroup_55-59,Yes,125
2022-03-05,AgeGroup_60-64,No,119
2022-03-05,AgeGroup_60-64,Yes,109
2022-03-05,AgeGroup_65-69,No,70
2022-03-05,AgeGroup_65-69,Yes,87
2022-03-05,AgeGroup_70+,No,82
2022-03-05,AgeGroup_70+,Yes,147
2022-03-06,AgeGroup_0-19,No,3192
2022-03-06,AgeGroup_0-19,Yes,1525
2022-03-06,AgeGroup_20-24,No,381
2022-03-06,AgeGroup_20-24,Yes,190
2022-03-06,AgeGroup_25-29,No,330
2022-03-06,AgeGroup_25-29,Yes,166
2022-03-06,AgeGroup_30-34,No,365
2022-03-06,AgeGroup_30-34,Yes,217
2022-03-06,AgeGroup_35-39,No,475
2022-03-06,AgeGroup_35-39,Yes,276
2022-03-06,AgeGroup_40-44,No,505
2022-03-06,AgeGroup_40-44,Yes,317
2022-03-06,AgeGroup_45-49,No,445
2022-03-06,AgeGroup_45-49,Yes,240
2022-03-06,AgeGroup_50-54,No,275
2022-03-06,AgeGroup_50-54,Yes,181
2022-03-06,AgeGroup_55-59,No,146
2022-03-06,AgeGroup_55-59,Yes,134
2022-03-06,AgeGroup_60-64,No,119
2022-03-06,AgeGroup_60-64,Yes,96
2022-03-06,AgeGroup_65-69,No,94
2022-03-06,AgeGroup_65-69,Yes,71
2022-03-06,AgeGroup_70+,No,92
2022-03-06,AgeGroup_70+,Yes,130
2022-03-07,AgeGroup_0-19,No,4731
2022-03-07,AgeGroup_0-19,Yes,1730
2022-03-07,AgeGroup_20-24,No,546
2022-03-07,AgeGroup_20-24,Yes,280
2022-03-07,AgeGroup_25-29,No,539
2022-03-07,AgeGroup_25-29,Yes,267
2022-03-07,AgeGroup_30-34,No,522
2022-03-07,AgeGroup_30-34,Yes,259
2022-03-07,AgeGroup_35-39,No,642
2022-03-07,AgeGroup_35-39,Yes,303
2022-03-07,AgeGroup_40-44,No,659
2022-03-07,AgeGroup_40-44,Yes,336
2022-03-07,AgeGroup_45-49,No,486
2022-03-07,AgeGroup_45-49,Yes,310
2022-03-07,AgeGroup_50-54,No,381
2022-03-07,AgeGroup_50-54,Yes,210
2022-03-07,AgeGroup_55-59,No,193
2022-03-07,AgeGroup_55-59,Yes,152
2022-03-07,AgeGroup_60-64,No,128
2022-03-07,AgeGroup_60-64,Yes,102
2022-03-07,AgeGroup_65-69,No,102
2022-03-07,AgeGroup_65-69,Yes,82
2022-03-07,AgeGroup_70+,No,131
2022-03-07,AgeGroup_70+,Yes,161
2022-03-07,AgeGroup_None,No,2
2022-03-08,AgeGroup_0-19,No,3751
2022-03-08,AgeGroup_0-19,Yes,2354
2022-03-08,AgeGroup_20-24,No,732
2022-03-08,AgeGroup_20-24,Yes,471
2022-03-08,AgeGroup_25-29,No,632
2022-03-08,AgeGroup_25-29,Yes,451
2022-03-08,AgeGroup_30-34,No,641
2022-03-08,AgeGroup_30-34,Yes,401
2022-03-08,AgeGroup_35-39,No,692
2022-03-08,AgeGroup_35-39,Yes,466
2022-03-08,AgeGroup_40-44,No,679
2022-03-08,AgeGroup_40-44,Yes,485
2022-03-08,AgeGroup_45-49,No,527
2022-03-08,AgeGroup_45-49,Yes,426
2022-03-08,AgeGroup_50-54,No,348
2022-03-08,AgeGroup_50-54,Yes,306
2022-03-08,AgeGroup_55-59,No,213
2022-03-08,AgeGroup_55-59,Yes,181
2022-03-08,AgeGroup_60-64,No,138
2022-03-08,AgeGroup_60-64,Yes,145
2022-03-08,AgeGroup_65-69,No,86
2022-03-08,AgeGroup_65-69,Yes,96
2022-03-08,AgeGroup_70+,No,103
2022-03-08,AgeGroup_70+,Yes,196
2022-03-08,AgeGroup_None,Yes,2
2022-03-09,AgeGroup_0-19,No,3504
2022-03-09,AgeGroup_0-19,Yes,2065
2022-03-09,AgeGroup_20-24,No,815
2022-03-09,AgeGroup_20-24,Yes,622
2022-03-09,AgeGroup_25-29,No,737
2022-03-09,AgeGroup_25-29,Yes,610
2022-03-09,AgeGroup_30-34,No,639
2022-03-09,AgeGroup_30-34,Yes,491
2022-03-09,AgeGroup_35-39,No,752
2022-03-09,AgeGroup_35-39,Yes,544
2022-03-09,AgeGroup_40-44,No,831
2022-03-09,AgeGroup_40-44,Yes,649
2022-03-09,AgeGroup_45-49,No,633
2022-03-09,AgeGroup_45-49,Yes,469
2022-03-09,AgeGroup_50-54,No,398
2022-03-09,AgeGroup_50-54,Yes,361
2022-03-09,AgeGroup_55-59,No,241
2022-03-09,AgeGroup_55-59,Yes,233
2022-03-09,AgeGroup_60-64,No,160
2022-03-09,AgeGroup_60-64,Yes,181
2022-03-09,AgeGroup_65-69,No,100
2022-03-09,AgeGroup_65-69,Yes,141
2022-03-09,AgeGroup_70+,No,127
2022-03-09,AgeGroup_70+,Yes,218
2022-03-10,AgeGroup_0-19,No,3149
2022-03-10,AgeGroup_0-19,Yes,1765
2022-03-10,AgeGroup_20-24,No,669
2022-03-10,AgeGroup_20-24,Yes,499
2022-03-10,AgeGroup_25-29,No,597
2022-03-10,AgeGroup_25-29,Yes,515
2022-03-10,AgeGroup_30-34,No,572
2022-03-10,AgeGroup_30-34,Yes,475
2022-03-10,AgeGroup_35-39,No,666
2022-03-10,AgeGroup_35-39,Yes,560
2022-03-10,AgeGroup_40-44,No,762
2022-03-10,AgeGroup_40-44,Yes,532
2022-03-10,AgeGroup_45-49,No,625
2022-03-10,AgeGroup_45-49,Yes,477
2022-03-10,AgeGroup_50-54,No,389
2022-03-10,AgeGroup_50-54,Yes,311
2022-03-10,AgeGroup_55-59,No,223
2022-03-10,AgeGroup_55-59,Yes,262
2022-03-10,AgeGroup_60-64,No,158
2022-03-10,AgeGroup_60-64,Yes,186
2022-03-10,AgeGroup_65-69,No,92
2022-03-10,AgeGroup_65-69,Yes,113
2022-03-10,AgeGroup_70+,No,129
2022-03-10,AgeGroup_70+,Yes,203
2022-03-11,AgeGroup_0-19,No,3594
2022-03-11,AgeGroup_0-19,Yes,2059
2022-03-11,AgeGroup_20-24,No,545
2022-03-11,AgeGroup_20-24,Yes,413
2022-03-11,AgeGroup_25-29,No,570
2022-03-11,AgeGroup_25-29,Yes,449
2022-03-11,AgeGroup_30-34,No,534
2022-03-11,AgeGroup_30-34,Yes,445
2022-03-11,AgeGroup_35-39,No,622
2022-03-11,AgeGroup_35-39,Yes,469
2022-03-11,AgeGroup_40-44,No,686
2022-03-11,AgeGroup_40-44,Yes,542
2022-03-11,AgeGroup_45-49,No,533
2022-03-11,AgeGroup_45-49,Yes,440
2022-03-11,AgeGroup_50-54,No,367
2022-03-11,AgeGroup_50-54,Yes,361
2022-03-11,AgeGroup_55-59,No,224
2022-03-11,AgeGroup_55-59,Yes,217
2022-03-11,AgeGroup_60-64,No,163
2022-03-11,AgeGroup_60-64,Yes,162
2022-03-11,AgeGroup_65-69,No,137
2022-03-11,AgeGroup_65-69,Yes,112
2022-03-11,AgeGroup_70+,No,133
2022-03-11,AgeGroup_70+,Yes,227
2022-03-12,AgeGroup_0-19,No,3069
2022-03-12,AgeGroup_0-19,Yes,1846
2022-03-12,AgeGroup_20-24,No,429
2022-03-12,AgeGroup_20-24,Yes,294
2022-03-12,AgeGroup_25-29,No,437
2022-03-12,AgeGroup_25-29,Yes,320
2022-03-12,AgeGroup_30-34,No,500
2022-03-12,AgeGroup_30-34,Yes,358
2022-03-12,AgeGroup_35-39,No,563
2022-03-12,AgeGroup_35-39,Yes,413
2022-03-12,AgeGroup_40-44,No,571
2022-03-12,AgeGroup_40-44,Yes,449
2022-03-12,AgeGroup_45-49,No,496
2022-03-12,AgeGroup_45-49,Yes,396
2022-03-12,AgeGroup_50-54,No,306
2022-03-12,AgeGroup_50-54,Yes,288
2022-03-12,AgeGroup_55-59,No,182
2022-03-12,AgeGroup_55-59,Yes,207
2022-03-12,AgeGroup_60-64,No,132
2022-03-12,AgeGroup_60-64,Yes,150
2022-03-12,AgeGroup_65-69,No,83
2022-03-12,AgeGroup_65-69,Yes,133
2022-03-12,AgeGroup_70+,No,157
2022-03-12,AgeGroup_70+,Yes,216
2022-03-13,AgeGroup_0-19,No,944
2022-03-13,AgeGroup_0-19,Yes,1515
2022-03-13,AgeGroup_20-24,No,132
2022-03-13,AgeGroup_20-24,Yes,217
2022-03-13,AgeGroup_25-29,No,115
2022-03-13,AgeGroup_25-29,Yes,266
2022-03-13,AgeGroup_30-34,No,155
2022-03-13,AgeGroup_30-34,Yes,276
2022-03-13,AgeGroup_35-39,No,147
2022-03-13,AgeGroup_35-39,Yes,305
2022-03-13,AgeGroup_40-44,No,188
2022-03-13,AgeGroup_40-44,Yes,364
2022-03-13,AgeGroup_45-49,No,144
2022-03-13,AgeGroup_45-49,Yes,344
2022-03-13,AgeGroup_50-54,No,89
2022-03-13,AgeGroup_50-54,Yes,265
2022-03-13,AgeGroup_55-59,No,51
2022-03-13,AgeGroup_55-59,Yes,164
2022-03-13,AgeGroup_60-64,No,31
2022-03-13,AgeGroup_60-64,Yes,157
2022-03-13,AgeGroup_65-69,No,19
2022-03-13,AgeGroup_65-69,Yes,93
2022-03-13,AgeGroup_70+,No,32
2022-03-13,AgeGroup_70+,Yes,167
2022-03-14,AgeGroup_0-19,No,8368
2022-03-14,AgeGroup_0-19,Yes,2801
2022-03-14,AgeGroup_20-24,No,1020
2022-03-14,AgeGroup_20-24,Yes,408
2022-03-14,AgeGroup_25-29,No,1099
2022-03-14,AgeGroup_25-29,Yes,448
2022-03-14,AgeGroup_30-34,No,1122
2022-03-14,AgeGroup_30-34,Yes,473
2022-03-14,AgeGroup_35-39,No,1384
2022-03-14,AgeGroup_35-39,Yes,580
2022-03-14,AgeGroup_40-44,No,1467
2022-03-14,AgeGroup_40-44,Yes,617
2022-03-14,AgeGroup_45-49,No,1151
2022-03-14,AgeGroup_45-49,Yes,518
2022-03-14,AgeGroup_50-54,No,747
2022-03-14,AgeGroup_50-54,Yes,399
2022-03-14,AgeGroup_55-59,No,464
2022-03-14,AgeGroup_55-59,Yes,256
2022-03-14,AgeGroup_60-64,No,323
2022-03-14,AgeGroup_60-64,Yes,191
2022-03-14,AgeGroup_65-69,No,212
2022-03-14,AgeGroup_65-69,Yes,132
2022-03-14,AgeGroup_70+,No,297
2022-03-14,AgeGroup_70+,Yes,275
2022-03-15,AgeGroup_0-19,No,4890
2022-03-15,AgeGroup_0-19,Yes,2547
2022-03-15,AgeGroup_20-24,No,847
2022-03-15,AgeGroup_20-24,Yes,536
2022-03-15,AgeGroup_25-29,No,808
2022-03-15,AgeGroup_25-29,Yes,598
2022-03-15,AgeGroup_30-34,No,792
2022-03-15,AgeGroup_30-34,Yes,555
2022-03-15,AgeGroup_35-39,No,902
2022-03-15,AgeGroup_35-39,Yes,588
2022-03-15,AgeGroup_40-44,No,955
2022-03-15,AgeGroup_40-44,Yes,658
2022-03-15,AgeGroup_45-49,No,722
2022-03-15,AgeGroup_45-49,Yes,546
2022-03-15,AgeGroup_50-54,No,528
2022-03-15,AgeGroup_50-54,Yes,410
2022-03-15,AgeGroup_55-59,No,266
2022-03-15,AgeGroup_55-59,Yes,310
2022-03-15,AgeGroup_60-64,No,215
2022-03-15,AgeGroup_60-64,Yes,219
2022-03-15,AgeGroup_65-69,No,156
2022-03-15,AgeGroup_65-69,Yes,150
2022-03-15,AgeGroup_70+,No,192
2022-03-15,AgeGroup_70+,Yes,297
2022-03-15,AgeGroup_None,Yes,1
2022-03-16,AgeGroup_0-19,No,4324
2022-03-16,AgeGroup_0-19,Yes,2668
2022-03-16,AgeGroup_20-24,No,1030
2022-03-16,AgeGroup_20-24,Yes,831
2022-03-16,AgeGroup_25-29,No,892
2022-03-16,AgeGroup_25-29,Yes,859
2022-03-16,AgeGroup_30-34,No,923
2022-03-16,AgeGroup_30-34,Yes,778
2022-03-16,AgeGroup_35-39,No,1028
2022-03-16,AgeGroup_35-39,Yes,792
2022-03-16,AgeGroup_40-44,No,1061
2022-03-16,AgeGroup_40-44,Yes,803
2022-03-16,AgeGroup_45-49,No,877
2022-03-16,AgeGroup_45-49,Yes,713
2022-03-16,AgeGroup_50-54,No,537
2022-03-16,AgeGroup_50-54,Yes,522
2022-03-16,AgeGroup_55-59,No,361
2022-03-16,AgeGroup_55-59,Yes,362
2022-03-16,AgeGroup_60-64,No,236
